10:30:40;BMP;35.72;97361.89;417.96
10:30:40;BMP;35.74;97377.77;416.5
10:30:40;BMP;35.73;97407.71;413.93
10:30:41;BMP;35.71;97434.3;411.65
10:30:41;BMP;35.72;97445.04;410.73
10:30:41;BMP;35.72;97469.17;408.66
10:30:41;BMP;35.72;97501.61;405.88
10:30:42;BMP;35.72;97519.45;404.35
10:30:42;BMP;35.72;97535.95;402.93
10:30:42;BMP;35.71;97548.02;401.9
10:30:42;BMP;35.68;97579.97;399.16
10:30:44;BMP;35.69;97593.84;397.97
10:30:44;BMP;35.69;97616.81;395.87
10:30:44;BMP;35.66;97730.66;386.26
10:30:45;BMP;35.63;97759.16;383.82
10:30:46;BMP;35.63;97780.45;382
10:30:47;BMP;35.59;97900.28;371.75
10:30:47;BMP;35.58;97929.85;369.23
10:30:47;BMP;35.57;97942.52;368.15
10:30:47;BMP;35.56;97959.71;366.68
10:30:48;BMP;35.56;97984.87;364.53
10:30:48;BMP;35.54;98011.27;362.28
10:30:48;BMP;35.54;98023.84;361.2
10:30:48;BMP;35.54;98034.55;360.29
10:30:49;BMP;35.54;98068.55;357.39
10:30:49;BMP;35.52;98079.67;356.44
10:30:49;BMP;35.51;98088.05;355.72
10:30:49;BMP;35.5;98120.71;352.94
10:30:50;BMP;35.49;98142.19;351.11
10:30:50;BMP;35.49;98148.81;350.54
10:30:50;BMP;35.49;98171.59;348.6
10:30:50;BMP;35.48;98190.64;346.98
10:30:51;BMP;35.47;98209.05;345.41
10:30:51;BMP;35.47;98220.95;344.39
10:30:51;BMP;35.46;98255.5;341.45
10:30:51;BMP;35.46;98257.54;341.27
10:30:52;BMP;35.46;98291.36;338.39
10:30:52;BMP;35.46;98318.87;336.05
10:30:52;BMP;35.46;98326.55;335.4
10:30:52;BMP;35.46;98341.47;334.13
10:30:53;BMP;35.46;98349.46;333.45
10:30:53;BMP;35.46;98378.72;330.96
10:30:53;BMP;35.45;98412.7;328.06
10:30:53;BMP;35.44;98422.78;327.21
10:30:54;BMP;35.43;98450.88;324.82
10:30:54;BMP;35.43;98454.08;324.54
10:30:54;BMP;35.43;98477.55;322.55
10:30:54;BMP;35.43;98506.62;320.08
10:30:55;BMP;35.43;98507.44;320.01
10:30:55;BMP;35.41;98540.99;317.15
10:30:55;BMP;35.4;98555.85;315.89
10:30:55;BMP;35.38;98561.84;315.38
10:30:56;BMP;35.38;98579.69;313.87
10:30:56;BMP;35.37;98604.85;311.8
10:30:56;BMP;35.36;98616.8;309.82
10:30:56;BMP;35.35;98630.77;309.53
10:30:57;BMP;35.33;98664.31;306.68
10:30:57;BMP;35.35;98668.67;306.31
10:30:57;BMP;35.34;98698.44;303.78
10:30:57;BMP;35.33;98703.04;303.39
10:30:58;BMP;35.35;98730.88;301.03
10:30:58;BMP;35.34;98743.81;300
10:30:58;BMP;35.33;98779.03;296.94
10:31:00;BMP;35.33;98789.42;296.06
10:31:00;BMP;35.33;98811.98;294
10:31:00;BMP;35.3;98919.16;285.06
10:31:01;BMP;35.3;98959.08;281.68
10:31:01;BMP;35.3;98960.8;281.53
10:31:01;BMP;35.28;99000.42;278.18
10:31:01;BMP;35.28;99005.88;277.72
10:31:01;BMP;35.28;99021.18;276.42
10:31:02;BMP;35.27;99050.77;273.92
10:31:02;BMP;35.27;99075.08;271.86
10:31:02;BMP;35.25;99093.48;270.3
10:31:02;BMP;35.27;99136.92;266.63
10:31:03;BMP;35.26;99144.44;265.99
10:31:03;BMP;35.25;99165.32;264.22
10:31:03;BMP;35.25;99192.52;261.92
10:31:03;BMP;35.24;99205.79;260.8
10:31:04;BMP;35.26;99225;259.18
10:31:04;BMP;35.26;99248.11;257.23
10:31:04;BMP;35.25;99270.7;255.32
10:31:05;BMP;35.24;99306.91;252.26
10:31:05;BMP;35.23;99324.44;250.78
10:31:05;BMP;35.24;99352.63;248.4
10:31:05;BMP;35.22;99372.55;246.71
10:31:06;BMP;35.21;99404;244.06
10:31:06;BMP;35.22;99429.83;241.88
10:31:06;BMP;35.22;99444.13;240.67
10:31:06;BMP;35.22;99458.73;239.44
10:31:07;BMP;35.22;99482.2;237.46
10:31:07;BMP;35.19;99499.55;234.85
10:31:07;BMP;35.18;99521.17;234.15
10:31:07;BMP;35.19;99555.3;231.3
10:31:08;BMP;35.19;99569.06;230.14
10:31:08;BMP;35.2;99586.91;228.63
10:31:08;BMP;35.19;99603.56;227.23
10:31:08;BMP;35.18;99626.39;225.31
10:31:09;BMP;35.18;99659.02;222.56
10:31:09;BMP;35.17;99678.39;220.93
10:31:09;BMP;35.16;99693.7;219.64
10:31:09;BMP;35.16;99724.31;217.06
10:31:10;BMP;35.15;99742.48;215.53
10:31:10;BMP;35.15;99776.15;212.7
10:31:10;BMP;35.14;99794.69;211.14
10:31:10;BMP;35.14;99816.59;209.29
10:31:11;BMP;35.13;99856.22;205.96
10:31:11;BMP;35.12;99875.44;204.35
10:31:11;BMP;35.13;99893.78;202.81
10:31:11;BMP;35.11;99915.2;200.78
10:31:12;BMP;35.12;99951.59;197.95
10:31:12;BMP;35.11;99982.85;195.32
10:31:12;BMP;35.11;99996.46;194.18
10:31:12;BMP;35.11;100013.11;192.78
10:31:13;BMP;35.11;100040.99;190.44
10:31:13;BMP;35.09;100075.33;187.55
10:31:13;BMP;35.08;100090.98;186.24
10:31:13;BMP;35.08;100131.1;182.87
10:31:14;BMP;35.09;100137.38;182.35
10:31:14;BMP;35.08;100174.95;179.2
10:31:14;BMP;35.08;100194.14;177.59
10:31:14;BMP;35.08;100214.36;175.89
10:31:15;BMP;35.08;100247.17;173.14
10:31:15;BMP;35.09;100260.44;172.03
10:31:15;BMP;35.06;100285.41;169.94
10:31:15;BMP;35.05;100298.86;168.66
10:31:16;BMP;35.06;100343.23;165.09
10:31:16;BMP;35.04;100351.7;164.38
10:31:16;BMP;35.03;100366.52;163.14
10:31:16;BMP;35.01;100391.52;160.92
10:31:17;BMP;35.01;100412.59;159.28
10:31:17;BMP;34.99;100430.44;157.79
10:31:17;BMP;35;100468.31;154.62
10:31:17;BMP;35;100506.05;151.46
10:31:18;BMP;35.02;100519.3;150.36
10:31:18;BMP;35.01;100547.19;148.02
10:31:18;BMP;35.01;100577.28;145.5
10:31:18;BMP;35.01;100583.74;144.97
10:31:19;BMP;35.01;100600.39;143.58
10:31:19;BMP;35;100618.9;142.03
10:31:19;BMP;34.99;100652.06;139.26
10:31:20;BMP;35;100670.75;137.69
10:31:20;BMP;34.99;100694.91;135.68
10:31:20;BMP;34.98;100714.77;134.02
10:31:20;BMP;34.98;100727.17;132.98
10:31:20;BMP;34.98;100746.55;131.37
10:31:21;BMP;34.98;100783.95;128.24
10:31:21;BMP;34.96;100792.27;127.55
10:31:21;BMP;34.94;100810.13;126.06
10:31:21;BMP;34.93;100817.08;124.53
10:31:22;BMP;34.94;100861.95;121.73
10:31:22;BMP;34.94;100885.91;119.74
10:31:22;BMP;34.94;100895.94;118.9
10:31:22;BMP;34.94;100925.34;116.45
10:31:23;BMP;34.93;100949.98;114.39
10:31:23;BMP;34.91;100968.83;112.83
10:31:23;BMP;34.93;100972.92;111.72
10:31:24;BMP;34.9;100999.77;110.25
10:31:24;BMP;34.9;101019.48;108.6
10:31:24;BMP;34.9;101053.48;105.77
10:31:24;BMP;34.89;101060.94;105.15
10:31:24;BMP;34.89;101097.48;102.11
10:31:25;BMP;34.9;101117.39;100.45
10:31:25;BMP;34.89;101132.49;99.19
10:31:25;BMP;34.87;101163.06;96.65
10:31:26;BMP;34.85;101174.27;95.72
10:31:26;BMP;34.84;101198.06;93.74
10:31:26;BMP;34.86;101228.48;91.21
10:31:26;BMP;34.85;101233.23;90.81
10:31:26;BMP;34.87;101268.45;87.88
10:31:27;BMP;34.86;101277.12;86.19
10:31:27;BMP;34.85;101282.53;86.71
10:31:27;BMP;34.84;101309.73;84.45
10:31:28;BMP;34.84;101340.33;81.91
10:31:28;BMP;34.84;101357.83;80.46
10:31:28;BMP;34.81;101365.25;79.84
