10:29:41;MPX;74
10:29:46;MPX;48
10:29:55;MPX;15
10:30:00;MPX;29
10:30:14;MPX;40
10:30:33;MPX;52
10:30:33;MPX;60
10:30:39;MPX;65
10:30:39;MPX;70
10:30:40;MPX;77
10:30:40;MPX;82
10:30:40;MPX;82
10:30:40;MPX;84
10:30:40;MPX;79
10:30:41;MPX;84
10:30:41;MPX;83
10:30:41;MPX;83
10:30:41;MPX;82
10:30:42;MPX;83
10:30:42;MPX;87
10:30:42;MPX;85
10:30:42;MPX;85
10:30:44;MPX;86
10:30:45;MPX;86
10:30:45;MPX;87
10:30:46;MPX;90
10:30:47;MPX;90
10:30:47;MPX;89
10:30:47;MPX;90
10:30:47;MPX;91
10:30:47;MPX;88
10:30:48;MPX;89
10:30:48;MPX;92
10:30:48;MPX;89
10:30:48;MPX;95
10:30:49;MPX;86
10:30:49;MPX;93
10:30:49;MPX;92
10:30:49;MPX;90
10:30:50;MPX;93
10:30:50;MPX;93
10:30:50;MPX;94
10:30:50;MPX;94
10:30:51;MPX;95
10:30:51;MPX;93
10:30:51;MPX;95
10:30:51;MPX;96
10:30:52;MPX;95
10:30:52;MPX;94
10:30:52;MPX;95
10:30:52;MPX;97
10:30:53;MPX;96
10:30:53;MPX;95
10:30:53;MPX;98
10:30:54;MPX;94
10:30:54;MPX;95
10:30:54;MPX;94
10:30:54;MPX;97
10:30:55;MPX;95
10:30:55;MPX;97
10:30:55;MPX;97
10:30:55;MPX;98
10:30:56;MPX;97
10:30:56;MPX;98
10:30:56;MPX;98
10:30:56;MPX;99
10:30:57;MPX;99
10:30:57;MPX;100
10:30:57;MPX;97
10:30:57;MPX;100
10:30:58;MPX;100
10:30:58;MPX;103
10:30:58;MPX;101
10:30:58;MPX;100
10:31:00;MPX;97
10:31:00;MPX;96
10:31:00;MPX;105
10:31:01;MPX;103
10:31:01;MPX;104
10:31:01;MPX;102
10:31:01;MPX;104
10:31:02;MPX;106
10:31:02;MPX;105
10:31:02;MPX;106
10:31:02;MPX;104
10:31:03;MPX;104
10:31:03;MPX;109
10:31:03;MPX;105
10:31:03;MPX;106
10:31:04;MPX;109
10:31:04;MPX;104
10:31:04;MPX;105
10:31:04;MPX;106
10:31:05;MPX;107
10:31:05;MPX;112
10:31:05;MPX;104
10:31:05;MPX;108
10:31:06;MPX;109
10:31:06;MPX;106
10:31:06;MPX;111
10:31:06;MPX;108
10:31:07;MPX;112
10:31:07;MPX;108
10:31:07;MPX;111
10:31:07;MPX;107
10:31:08;MPX;106
10:31:08;MPX;116
10:31:08;MPX;107
10:31:08;MPX;113
10:31:09;MPX;109
10:31:09;MPX;114
10:31:09;MPX;111
10:31:09;MPX;114
10:31:10;MPX;114
10:31:10;MPX;113
10:31:10;MPX;117
10:31:10;MPX;114
10:31:11;MPX;115
10:31:11;MPX;114
10:31:11;MPX;118
10:31:11;MPX;111
10:31:12;MPX;113
10:31:12;MPX;114
10:31:12;MPX;118
10:31:12;MPX;119
10:31:13;MPX;114
10:31:13;MPX;120
10:31:13;MPX;114
10:31:13;MPX;118
10:31:14;MPX;123
10:31:14;MPX;116
10:31:14;MPX;117
10:31:14;MPX;121
10:31:15;MPX;118
10:31:15;MPX;122
10:31:15;MPX;122
10:31:15;MPX;118
10:31:16;MPX;121
10:31:16;MPX;123
10:31:16;MPX;121
10:31:16;MPX;123
10:31:17;MPX;123
10:31:17;MPX;126
10:31:17;MPX;124
10:31:18;MPX;124
10:31:18;MPX;123
10:31:18;MPX;123
10:31:18;MPX;121
10:31:19;MPX;121
10:31:19;MPX;124
10:31:19;MPX;124
10:31:19;MPX;120
10:31:20;MPX;125
10:31:20;MPX;126
10:31:20;MPX;123
10:31:20;MPX;124
10:31:21;MPX;127
10:31:21;MPX;126
10:31:21;MPX;124
10:31:21;MPX;128
10:31:22;MPX;129
10:31:22;MPX;126
10:31:22;MPX;129
10:31:22;MPX;123
10:31:23;MPX;125
10:31:23;MPX;127
10:31:23;MPX;129
10:31:23;MPX;128
10:31:24;MPX;128
10:31:24;MPX;128
10:31:24;MPX;131
10:31:24;MPX;127
10:31:25;MPX;128
10:31:25;MPX;132
10:31:25;MPX;129
10:31:25;MPX;128
10:31:26;MPX;129
10:31:26;MPX;126
10:31:26;MPX;130
10:31:26;MPX;131
10:31:27;MPX;131
10:31:27;MPX;133
10:31:27;MPX;135
10:31:27;MPX;130
10:31:28;MPX;130
10:31:28;MPX;131
